Address,Status,Transcript
"Mission Street, UNIT 401, San Francisco, CA 94110",Inconclusive,"""Hi I was calling because I was interested in the 3 bedroom for rent for 4,395 at Mission St. Is it available for viewing?"" V
""Thank you for reaching out about Mission #401. Are you available this Friday at 1:30pm to come for a tour? If not, please let me know your availability."" L
""We might be able to make it then. Let me ask my wife if that time works for her. Before we confirm though, do you know if we would be able to use a section 8 voucher here?"" V
""Could you please confirm that you meet the criteria below: 1. Proof of income (recent month's pay stubs) that shows at least 30% of the rent (gross- before taxes) 2. Valid housing voucher 3. Approvals are based on a combination of your credit and income 4. Credit score 650+ 5. No collections, bankruptcy, or evictions (we will be running credit and background checks after you apply). Please email us your recent 2 pay stubs (or recent offer letter) and your housing voucher. We want to make sure everything looks good prior to scheduling a tour."" L"
"30th St, #B, San Francisco, CA 94131",Inconclusive,"""Hi, thanks for your interest in 30th St. I may be showing Friday mid morning if this works for you?"" L
""We may be able to make it then. Let me check with my wife. Before we confirm though, I wanted to ask if we would be able to use a Section 8 voucher here?"" V
""Hi Jordan, just following up about my previous question?"" V
""Hi, thanks for sending - let me send over to the owner and ask? Let me know about Friday. Likely going to be early afternoon now"" L
""Friday afternoon should be fine. But I would prefer to find out for sure if the owner takes vouchers before I come out to see the place"" V
""Hi Jordan, I'd still be interested in seeing the place today. I'm still just wondering about if they accept Section 8?"" V
""Let me ping them again!"" L
""I am showing at 3:30 if you want to join, as you can tell they're a bit slow to respond so I don't know if I'll have a response by then"" L
""Like I said, I think I'd rather be certain about if we could use the voucher before we take the time to see it. Let me know when you do find out though please"" V
""Ok. Will let you know"" L"
"McAllister St, San Francisco, CA 94115",Inconclusive,"""Hi Kevin, this is Casey. We just spoke over the phone about the 3 bedroom for rent at McAllister St. Do you think we'd be able to do a showing around midday on Thursday?"" L
""Does 2:30pm on Thursday work or are you thinking earlier?"" L
""I think 2:30 should be fine. Before we actually confirm the viewing though I wanted to check to see if we would be able to use a Section 8 voucher here?"" V
""Section 8 is acceptable as long as you can fulfill the security deposit amount of 2 months of rent or $11,000."" L
""Okay I see. Would we need to make a certain income to qualify?"" V
""To some degree yes, but your voucher does count towards income."" L
""So let me know if you're still interested in viewing this flat."" L"
"Arkansas St, San Francisco, CA 94107",Inconclusive,"""Hi Michelle, this is Oscar. We spoke over the phone about the 2 bedroom for 4,200. The address is Arkansas St, correct?"" V
""Yes that's correct"" L
""This unit is on the second floor. Also, I would like to let you know it's street parking, should be easy to find parking in that area."" L
""Got it. I don't think parking should be an issue. So it looks like our combined income would be 83,000. But we also have a Section 8 voucher as well. Would we be able to use that here?"" V
""It's $83k for a year?"" L
""Correct yes, 83k for the year. But we also have the voucher to help with rent."" V
""So would we be able to use our Section 8 here then?"" V
""I will check with that and let you know."" L
""Okay thank you"" V
""Hi Michelle! Were you able to find out if we could use our voucher here?"" V
""Hi, I'm still just wondering about my previous question?"" V
""HI Michelle just checking to see if you had any update?"" V
""Hi I'm so sorry I don't have updates now. The landlord is out of the country."" L
""Okay I see. Let me know if you're able to find out please."" V"
"Valencia St, APT 1, San Francisco, CA 94103",Inconclusive,"""Hi Jamie, this is Oscar. We just spoke over the phone about the 2 bedroom for rent at Valencia St. How late today would you be able to do a showing? Maybe sometime closer to 6?"" V
""6 pm is okay for me"" L
""When you are in front, give me a call"" L
""Hang on before we actually confirm I also wanted to check to see if we would be able to use a Section 8 voucher here?"" V
""Hi Jamie, sorry we weren't able to make it yesterday. We're definitely still interested though! Just trying to confirm if we would be able to use our voucher here?"" V
""Sorry, who are you?"" L
""Jamie. We spoke yesterday about the 2 bedroom at Valencia St"" V
""When would you like to see the unit?"" L
""Maybe today? But like I said, before we see the unit I'd like to try and confirm if they take vouchers here"" V
""I don't know about the owners. But let's look at the unit first and fill up an application if you like the unit"" L"
"Lake St, APT 1, San Francisco, CA 94121",Pending,"""Before we confirm though I also wanted to ask if we would be able to use a Section 8 voucher here?"" V
""We will have to reschedule a viewing to later this week. Cannot show after 5 pm today."" L
""Yes to section 8"" L
""Okay later this week might be better for us too."" V
""Would we need to make a certain income to qualify?"" V
""In short, Yes."" L
""Please call me if you would like to discuss in more detail."" L
""I can't talk on the phone right now so texting would be better for me."" V
""How would the income requirement work for us since we have a voucher?"" V
""I am not familiar with how this is handled. Need to reach out to my business partner."" L
""Okay then let me know when you're able to find out please."" V
""Will do."" L
""Hi Avery, were you able to find out more about the income requirement?"" V
""Unfortunately, my business partner previously had a bad experience with Section 8 housing. So we are not actively looking to work in this manner right now."" L"
"Market St, #920, San Francisco, CA 94102",Inconclusive,"""Hi is this Wendy? My name is Oscar and I was told to contact you about scheduling a viewing for the 2 bedroom for rent for 4,328 at 960 Market St"" V
""Hi yes what's your name? Yes Unit 920, Wed noon showing work for you?"" L
""I'm Oscar. I'll ask my wife if she can make it then. Before we confirm though I also wanted to check to see if we would be able to use a Section 8 voucher here?"" V
""Hi Wendy, just following up about my previous question?"" V
""The owner lives overseas and I have not heard back."" L
""Okay I see. Let me know when you're able to find out please"" L
""Hi Wendy! Were you able to find out if the owner takes vouchers here?"" V
""No reply yet."" V
""A"" L"
"Innes Ave, #204, San Francisco, CA 94124",Pending,"""Hi this is Sahil. We can schedule for Friday evening. Thanks!"" L
""Sounds good. Just to confirm, the address is Innes Ave correct?"" L
""Okay. I'll let you know what time is best once I speak to my wife about it. Before we confirm though I also wanted to ask if we'd be able to use a section 8 voucher here?"" V
""sorry, won't be able to accommodate section 8 right now as I haven't applied with HUD"" L"
"Blake St, San Francisco, CA 94118",Inconclusive,""" Blake st. We can arrange an appt this Friday. Thank you."" L
""Sounds good! Let me know when you know what time it might be so I can make sure I can take off from work."" V
""Also I meant to ask you -- would we be able to use a Section 8 voucher here for this apartment?"" V
""Only if the application has minimal debt, and clean credit history."" L
""Okay that shouldn't be a problem I don't think. Would we need a certain income to qualify?"" V
""Depends on how much Section 8 will be paying."" L
""We're supposed to pay 30% of our income towards the rent and the voucher covers the rest."" V
""So do you think we would be able to qualify then?"" V
""Hi Sam! I'm still interested in the Blake St apartment. Just trying to confirm if we would be able to qualify or not?"" V
""Hi just following up about my previous question?"" V
""I will be showing at 11am on Friday. Come on by and see if it's a good fit."" L"
"Virginia Ave, San Francisco, CA 94110",No Claim,"""Before we confirm though I also wanted to ask if we would be able to use a section 8 voucher here?"" V
""Ok. I can also show the other days/times. And yes we do."" L
""Hopefully we can make it today."" V
""Would we need a certain income to qualify?"" V
""It looks like it's going to be difficult for us to make it tonight. Hopefully we can see it later this week."" L
""Ok let me know. I'm likely going to be showing it on Thursday night too. Reach out to me on Wednesday and we'll find a time."" V
""Okay sounds good. So would there not be any income requirement then?"" V
""Once you see the place and determine if you even like the place you will need to submit a completed application(s)."" L"
